Country (code),Country,Year,Sex,Youth unemployed ('000),Youth labour force ('000),Youth unemployment rate (%),Adult unemployed ('000),Adult labour force ('000),Ratio of youth unemployment rate to adult unemployment rate,Total unemployed ('000),Share of youth unemployed in total unemployed (%),Youth population ('000),Share of youth unemployed in youth population (%),Adult unemployment rate (%),Repository (code),Type of source (code),Coverage (code),Age,Notes
TN,Tunisia,2005,M,  141.3,  450.7,31.4,  187.5, 2 055.7,3.4,  328.8,43.0, 1 027.7,13.7,9.1,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
TR,Turkey,1988,M,  600.0, 3 485.0,17.2,  417.0, 10 051.0,4.1, 1 017.0,59.0, 4 759.0,12.6,4.1,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: October
TR,Turkey,1989,M,  563.0, 3 330.0,16.9,  554.5, 10 335.5,3.2, 1 117.5,50.4, 4 715.0,11.9,5.4,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of April and November
TR,Turkey,1990,M,  569.0, 3 421.0,16.6,  522.5, 10 572.5,3.4, 1 091.5,52.1, 4 762.0,11.9,4.9,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of April and November
TR,Turkey,1991,M,  687.0, 3 928.0,17.5,  586.0, 10 741.0,3.2, 1 273.0,54.0, 5 530.0,12.4,5.5,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of April and November
TR,Turkey,1992,M,  703.0, 3 934.0,17.9,  620.0, 11 072.0,3.2, 1 323.0,53.1, 5 717.0,12.3,5.6,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of April and November
TR,Turkey,1993,M,  710.0, 3 805.0,18.7,  618.0, 11 244.0,3.4, 1 328.0,53.5, 5 793.0,12.3,5.5,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of April and November
TR,Turkey,1994,M,  696.0, 3 975.0,17.5,  669.0, 11 581.0,3.0, 1 365.0,51.0, 5 913.0,11.8,5.8,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of April and November
TR,Turkey,1995,M,  650.0, 3 842.0,16.9,  583.0, 12 020.0,3.5, 1 233.0,52.7, 6 033.0,10.8,4.9,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: April
TR,Turkey,1996,M,  577.0, 3 894.0,14.8,  539.0, 12 290.0,3.4, 1 116.0,51.7, 6 123.0,9.4,4.4,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: April
TR,Turkey,1997,M,  541.0, 3 862.0,14.0,  525.0, 12 603.0,3.4, 1 066.0,50.8, 6 182.0,8.8,4.2,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: April
TR,Turkey,1998,M,  564.0, 3 783.0,14.9,  602.0, 13 070.0,3.2, 1 166.0,48.4, 6 214.0,9.1,4.6,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: April
TR,Turkey,1999,M,  589.0, 3 774.0,15.6,  727.0, 13 255.0,2.8, 1 316.0,44.8, 6 221.0,9.5,5.5,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: April
TR,Turkey,2000,M,  489.0, 3 579.0,13.7,  622.0, 13 313.0,2.9, 1 111.0,44.0, 6 216.0,7.9,4.7,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
TR,Turkey,2001,M,  598.0, 3 484.0,17.2,  889.0, 13 560.0,2.6, 1 487.0,40.2, 6 185.0,9.7,6.6,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
TR,Turkey,2002,M,  663.0, 3 259.0,20.3, 1 165.0, 13 800.0,2.4, 1 828.0,36.3, 6 118.0,10.8,8.4,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
TR,Turkey,2003,M,  656.0, 3 057.0,21.5, 1 174.0, 14 028.0,2.6, 1 830.0,35.8, 6 044.0,10.9,8.4,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
TR,Turkey,2004,M,  605.0, 2 954.0,20.5, 1 158.0, 13 393.0,2.4, 1 763.0,34.3, 5 757.0,10.5,8.6,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
TR,Turkey,2005,M,  578.0, 2 959.0,19.5, 1 167.0, 13 744.0,2.3, 1 745.0,33.1, 5 722.0,10.1,8.5,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
TR,Turkey,2006,M,  531.0, 2 908.0,18.3, 1 140.0, 13 928.0,2.2, 1 671.0,31.8, 5 685.0,9.3,8.2,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
TR,Turkey,2007,M,  571.0, 2 916.0,19.6, 1 146.0, 14 182.0,2.4, 1 717.0,33.3, 5 647.0,10.1,8.1,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
TR,Turkey,2008,M,  584.0, 2 905.0,20.1, 1 293.0, 14 570.0,2.3, 1 877.0,31.1, 5 616.0,10.4,8.9,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
TR,Turkey,2009,M,  746.0, 2 937.0,25.4, 1 744.0, 14 960.0,2.2, 2 490.0,30.0, 5 622.0,13.3,11.7,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
TR,Turkey,2010,M,  604.0, 2 873.0,21.0, 1 483.0, 15 385.0,2.2, 2 087.0,28.9, 5 642.0,10.7,9.6,OECD,LFS,C,Youth: 15-24; Adult: 25+,Reference period: Average of quarterly estimates
UG,Uganda,1991,M,  23.393,  878.94,2.7,  17.151, 2 326.302,3.6,  40.544,57.7, 1 539.297,1.5,0.7,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
UG,Uganda,1992 b,M,  33.8,,,  7.4,,,  43.0,78.6,,,,NSO,HS,T,Youth: 15-24; Adult: 25+,
UA,Ukraine,1995,M,  267.8,,,  537.9,,,  805.7,33.2,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25-70,Reference period: October
UA,Ukraine,1996,M,  319.3,,,  737.9,,, 1 057.2,30.2,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25-70,Reference period: October
UA,Ukraine,1997,M,  370.2,,,  846.7,,, 1 216.9,30.4,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25-70,Reference period: October
UA,Ukraine,1998,M,  436.3,,, 1 078.8,,, 1 515.1,28.8,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25-70,Reference period: November
UA,Ukraine,1999 b,M,  398.1,,,  948.4,,, 1 346.5,29.6,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25-70,Survey limitation: Estimates based on 2001 population census results.
UA,Ukraine,2000,M,  368.4,,,  989.0,,, 1 357.4,27.1,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25-70,
UA,Ukraine,2001,M,  340.1,,,  922.9,,, 1 263.0,26.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25-70,
UA,Ukraine,2002,M,  297.3,,,  809.2,,, 1 106.5,26.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25-70,
UA,Ukraine,2003,M,  251.9,,,  803.8,,, 1 055.7,23.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25-70,
UA,Ukraine,2004,M,  262.7, 1 647.3,15.9,  738.9, 9 643.1,2.1, 1 001.6,26.2, 3 815.2,6.9,7.7,LABORSTA,HS,T,Youth: 15-24; Adult: 25-70,
UA,Ukraine,2005,M,  260.4, 1 711.3,15.2,  602.1, 9 755.7,2.5,  862.5,30.2, 3 827.5,6.8,6.2,LABORSTA,HS,T,Youth: 15-24; Adult: 25-70,
UA,Ukraine,2006,M,  230.5,,,  573.6,,,  804.1,28.7,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25-70,
UA,Ukraine,2007,M,  221.0,,,  549.7,,,  770.7,28.7,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25-70,
UA,Ukraine,2008,M,  235.5,,,  533.4,,,  768.9,30.6,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25-70,
AE,United Arab Emirates,1995,M,  9.345,  146.0,6.4,  11.069, 1 033.9,6.0,  20.408,45.8,  223.3,4.2,1.1,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
AE,United Arab Emirates,2000 b,M,  15.884,,,  18.806,,,  34.69,45.8,,,,LABORSTA,OE,T,Youth: 15-24; Adult: 25-64,
AE,United Arab Emirates,2005 b,M,  16.635,  254.165,6.5,  38.787, 1 954.349,3.3,  55.422,30.0,  393.424,4.2,2.0,LABORSTA,PC,T,Youth: 15-24; Adult: 25-64,
AE,United Arab Emirates,2008 b,M,  14.107,  178.915,7.9,  16.147, 1 352.509,6.6,  30.254,46.6,  314.423,4.5,1.2,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: February
GB,United Kingdom,1984,M,  711.1, 3 406.3,20.9, 1 197.955, 12 560.48,2.2, 1 909.055,37.2, 4 161.6,17.1,9.5,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Spring estimates
GB,United Kingdom,1985,M,  661.9, 3 459.4,19.1, 1 200.109, 12 587.75,2.0, 1 862.009,35.5, 4 176.0,15.9,9.5,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Spring estimates
GB,United Kingdom,1986,M,  669.065, 3 460.366,19.3, 1 197.307, 12 579.83,2.0, 1 866.372,35.8, 4 189.835,16.0,9.5,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Spring estimates
GB,United Kingdom,1987,M,  570.9, 3 423.1,16.7, 1 223.802, 12 659.81,1.7, 1 794.702,31.8, 4 134.7,13.8,9.7,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Spring estimates
GB,United Kingdom,1988,M,  471.1, 3 406.2,13.8,  994.05, 12 836.99,1.8, 1 465.15,32.2, 4 068.8,11.6,7.7,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Spring estimates
GB,United Kingdom,1989,M,  364.9, 3 349.0,10.9,  843.018, 13 027.32,1.7, 1 207.918,30.2, 3 977.6,9.2,6.5,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Spring estimates
GB,United Kingdom,1990,M,  355.4, 3 216.0,11.1,  797.72, 13 196.19,1.8, 1 153.12,30.8, 3 852.7,9.2,6.0,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Spring estimates
GB,United Kingdom,1991,M,  478.0, 3 058.0,15.6, 1 012.0, 13 083.0,2.0, 1 490.0,32.1, 3 755.0,12.7,7.7,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Spring estimates
GB,United Kingdom,1992,M,  525.0, 2 793.0,18.8, 1 303.0, 13 112.0,1.9, 1 828.0,28.7, 3 609.0,14.5,9.9,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Spring estimates
GB,United Kingdom,1993 b,M,  548.0, 2 630.0,20.8, 1 392.0, 13 057.0,2.0, 1 940.0,28.2, 3 466.0,15.8,10.7,OECD,LFS,T,Youth: 16-24; Adult: 25+,"Reference period: Continuous survey
Survey limitation: Continuous survey introduced."
GB,United Kingdom,1994,M,  480.0, 2 501.0,19.2, 1 295.0, 13 108.0,1.9, 1 775.0,27.0, 3 332.0,14.4,9.9,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,1995,M,  432.0, 2 408.0,17.9, 1 127.0, 13 152.0,2.1, 1 559.0,27.7, 3 239.0,13.3,8.6,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,1996,M,  424.0, 2 383.0,17.8, 1 064.0, 13 158.0,2.2, 1 488.0,28.5, 3 166.0,13.4,8.1,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,1997,M,  360.0, 2 314.0,15.6,  891.0, 13 205.0,2.3, 1 251.0,28.8, 3 109.0,11.6,6.7,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,1998,M,  312.0, 2 246.0,13.9,  734.0, 13 208.0,2.5, 1 046.0,29.8, 3 064.0,10.2,5.6,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,1999,M,  315.0, 2 243.0,14.0,  726.0, 13 316.0,2.6, 1 041.0,30.3, 3 062.0,10.3,5.5,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,2000,M,  299.0, 2 272.0,13.2,  648.0, 13 371.0,2.7,  947.0,31.6, 3 085.0,9.7,4.8,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,2001,M,  273.0, 2 272.0,12.0,  546.0, 13 340.0,2.9,  819.0,33.3, 3 154.0,8.7,4.1,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,2002,M,  302.0, 2 329.0,13.0,  584.0, 13 351.0,3.0,  886.0,34.1, 3 234.0,9.3,4.4,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,2003,M,  309.0, 2 330.0,13.3,  556.0, 13 510.0,3.2,  865.0,35.7, 3 288.0,9.4,4.1,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,2004,M,  277.0, 2 343.0,11.8,  510.0, 13 482.0,3.1,  787.0,35.2, 3 336.0,8.3,3.8,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,2005,M,  323.0, 2 359.0,13.7,  467.0, 13 525.0,4.0,  790.0,40.9, 3 371.0,9.6,3.5,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,2006,M,  372.0, 2 350.0,15.8,  551.0, 13 705.0,3.9,  923.0,40.3, 3 403.0,10.9,4.0,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,2007,M,  376.0, 2 357.0,16.0,  518.0, 13 775.0,4.2,  894.0,42.1, 3 458.0,10.9,3.8,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,2008,M,  408.0, 2 552.2,16.0,  560.7, 14 319.9,4.1,  968.7,42.1, 3 727.8,10.9,3.9,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,2009,M,  546.8, 2 523.6,21.7,  938.02, 14 388.25,3.3, 1 484.82,36.8, 3 743.8,14.6,6.5,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
GB,United Kingdom,2010,M,  519.0, 2 444.0,21.2,  941.0, 14 481.0,3.3, 1 460.0,35.5, 3 740.0,13.9,6.5,OECD,LFS,T,Youth: 16-24; Adult: 25+,Reference period: Continuous survey
US,United States,1980,M, 1 989.0, 13 606.0,14.6, 2 278.0, 47 851.0,3.1, 4 267.0,46.6, 18 283.0,10.9,4.8,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1981,M, 2 106.0, 13 425.0,15.7, 2 470.0, 48 549.0,3.1, 4 576.0,46.0, 18 208.0,11.6,5.1,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1982,M, 2 497.0, 13 074.0,19.1, 3 681.0, 49 375.0,2.6, 6 178.0,40.4, 18 015.0,13.9,7.5,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1983,M, 2 372.0, 12 904.0,18.4, 3 889.0, 50 143.0,2.4, 6 261.0,37.9, 17 799.0,13.3,7.8,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1984,M, 1 835.0, 12 728.0,14.4, 2 909.0, 51 107.0,2.5, 4 744.0,38.7, 17 494.0,10.5,5.7,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1985,M, 1 750.0, 12 417.0,14.1, 2 770.0, 51 994.0,2.6, 4 520.0,38.7, 17 021.0,10.3,5.3,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1986,M, 1 678.0, 12 250.0,13.7, 2 853.0, 53 172.0,2.6, 4 531.0,37.0, 16 773.0,10.0,5.4,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1987,M, 1 511.0, 11 949.0,12.6, 2 590.0, 54 257.0,2.6, 4 101.0,36.8, 16 530.0,9.1,4.8,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1988,M, 1 343.0, 11 753.0,11.4, 2 313.0, 55 174.0,2.7, 3 656.0,36.7, 16 235.0,8.3,4.2,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1989,M, 1 318.0, 11 594.0,11.4, 2 209.0, 56 246.0,2.9, 3 527.0,37.4, 15 886.0,8.3,3.9,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1990 b,M, 1 382.0, 11 960.0,11.6, 2 523.0, 57 051.0,2.6, 3 905.0,35.4, 16 667.0,8.3,4.4,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa
Survey limitation: Methodology revised; data not strictly comparable."
US,United States,1991,M, 1 662.0, 11 615.0,14.3, 3 283.0, 57 553.0,2.5, 4 945.0,33.6, 16 501.0,10.1,5.7,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1992,M, 1 757.0, 11 521.0,15.3, 3 766.0, 58 444.0,2.4, 5 523.0,31.8, 16 349.0,10.7,6.4,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1993,M, 1 633.0, 11 433.0,14.3, 3 422.0, 58 972.0,2.5, 5 055.0,32.3, 16 292.0,10.0,5.8,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1994 b,M, 1 508.0, 11 436.0,13.2, 2 858.0, 59 381.0,2.7, 4 366.0,34.5, 16 277.0,9.3,4.8,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa
Survey limitation: Questionnaire and collection methodology revised."
US,United States,1995,M, 1 417.0, 11 374.0,12.5, 2 565.0, 59 985.0,2.9, 3 982.0,35.6, 16 202.0,8.7,4.3,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1996,M, 1 408.0, 11 147.0,12.6, 2 472.0, 60 942.0,3.1, 3 880.0,36.3, 16 211.0,8.7,4.1,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1997 b,M, 1 330.0, 11 279.0,11.8, 2 247.0, 61 983.0,3.3, 3 577.0,37.2, 16 542.0,8.0,3.6,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa
Survey limitation: Methodology revised; data not strictly comparable."
US,United States,1998,M, 1 269.0, 11 465.0,11.1, 1 996.0, 62 495.0,3.5, 3 265.0,38.9, 16 772.0,7.6,3.2,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,1999,M, 1 195.0, 11 609.0,10.3, 1 869.0, 62 904.0,3.5, 3 064.0,39.0, 17 066.0,7.0,3.0,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,2000 b,M, 1 146.0, 11 790.0,9.7, 1 829.0, 64 491.0,3.4, 2 975.0,38.5, 17 190.0,6.7,2.8,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa
Survey limitation: Methodology revised; data not strictly comparable."
US,United States,2001,M, 1 338.0, 11 710.0,11.4, 2 351.0, 65 175.0,3.2, 3 689.0,36.3, 17 469.0,7.7,3.6,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,2002,M, 1 492.0, 11 639.0,12.8, 3 104.0, 65 861.0,2.7, 4 596.0,32.5, 17 773.0,8.4,4.7,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,2003,M, 1 538.0, 11 520.0,13.4, 3 370.0, 66 716.0,2.6, 4 908.0,31.3, 18 041.0,8.5,5.1,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,2004,M, 1 475.0, 11 673.0,12.6, 2 981.0, 67 306.0,2.9, 4 456.0,33.1, 18 359.0,8.0,4.4,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,2005,M, 1 442.0, 11 644.0,12.4, 2 616.0, 68 388.0,3.2, 4 058.0,35.5, 18 498.0,7.8,3.8,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,2006,M, 1 327.0, 11 809.0,11.2, 2 427.0, 69 446.0,3.2, 3 754.0,35.3, 18 650.0,7.1,3.5,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,2007,M, 1 344.0, 11 636.0,11.6, 2 537.0, 70 501.0,3.2, 3 881.0,34.6, 18 909.0,7.1,3.6,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,2008,M, 1 656.0, 11 537.0,14.4, 3 375.0, 70 982.0,3.0, 5 031.0,32.9, 18 909.0,8.8,4.8,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,2009,M, 2 227.0, 11 065.0,20.1, 6 228.0, 71 056.0,2.3, 8 455.0,26.3, 18 927.0,11.8,8.8,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
US,United States,2010,M, 2 260.0, 10 855.0,20.8, 6 364.0, 71 128.0,2.3, 8 624.0,26.2, 19 128.0,11.8,8.9,OECD,LFS,C,Youth: 16-24; Adult: 25+,"Reference period: Average of monthly estimates
Geographic limitation: Excluding Puerto Rico, Guam, the US Virgin Islands and American Samoa"
UY,Uruguay,1981,M,  10.2,,,  10.0,,,  20.2,50.5,,,,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Reference period: Second semester
Geographic limitation: Urban areas
Coverage limitation: Excluding conscripts"
UY,Uruguay,1982,M,  14.8,,,  16.1,,,  30.9,47.9,,,,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Geographic limitation: Urban areas
Coverage limitation: Excluding conscripts"
UY,Uruguay,1983,M,  20.4,,,  20.4,,,  40.8,50.0,,,,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Geographic limitation: Urban areas
Coverage limitation: Excluding conscripts"
UY,Uruguay,1986 b,M,  30.6,,,  26.9,,,  57.5,53.2,,,,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Geographic limitation: Urban areas
Coverage limitation: Excluding conscripts
Survey limitation: Methodology revised; data not strictly comparable."
UY,Uruguay,1987,M,  27.3,,,  17.9,,,  45.2,60.4,,,,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Geographic limitation: Urban areas
Coverage limitation: Excluding conscripts"
UY,Uruguay,1988,M,  26.7,,,  18.3,,,  45.0,59.3,,,,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Geographic limitation: Urban areas
Coverage limitation: Excluding conscripts"
UY,Uruguay,1989,M,  27.0,,,  17.9,,,  44.9,60.1,,,,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Geographic limitation: Urban areas
Coverage limitation: Excluding conscripts"
UY,Uruguay,1990,M,  30.5,  147.0,20.7,  20.0,  590.5,6.1,  50.5,60.4,,,3.4,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Geographic limitation: Urban areas
Coverage limitation: Excluding conscripts"
UY,Uruguay,1991,M,  32.6,  153.7,21.2,  19.9,  580.9,6.2,  52.5,62.1,  238.8,13.7,3.4,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Geographic limitation: Urban areas
Coverage limitation: Excluding conscripts"
UY,Uruguay,1992,M,  30.8,  150.6,20.5,  18.8,  575.2,6.3,  49.6,62.1,  234.5,13.1,3.3,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Geographic limitation: Urban areas
Coverage limitation: Excluding conscripts"
UY,Uruguay,1993,M,  30.9,  156.8,19.7,  16.1,  569.3,7.0,  47.0,65.7,  246.5,12.5,2.8,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Geographic limitation: Urban areas
Coverage limitation: Excluding conscripts"
UY,Uruguay,1994,M,  34.0,  169.8,20.0,  18.3,  583.1,6.4,  52.3,65.0,  252.2,13.5,3.1,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Geographic limitation: Urban areas
Coverage limitation: Excluding conscripts"
UY,Uruguay,1995,M,  36.5,  171.1,21.3,  23.9,  597.6,5.3,  60.4,60.4,  253.1,14.4,4.0,LABORSTA,HS,T,Youth: 14-24; Adult: 25+,"Geographic limitation: Urban areas
Coverage limitation: Excluding conscripts"
